episode_index,episode_length,is_successful
0,10,False
1,13,False
2,11,False
3,15,False
4,17,False
5,20,False
6,14,False
7,70,False
8,58,False
9,34,False
10,18,False
11,63,False
12,36,False
13,74,False
14,30,False
15,16,False
16,28,False
17,38,False
18,14,False
19,14,False
20,15,False
21,29,False
22,15,False
23,16,False
24,16,False
25,13,False
26,9,False
27,64,False
28,40,False
29,74,False
30,17,False
31,21,False
32,29,False
33,16,False
34,12,False
35,22,False
36,12,False
37,57,False
38,32,False
39,70,False
40,16,False
41,71,False
42,31,False
43,68,False
44,70,False
45,60,False
46,78,False
47,70,False
48,62,False
49,84,False
50,75,False
51,101,False
52,46,False
53,13,False
54,13,False
55,42,False
56,19,False
57,18,False
58,33,False
59,29,False
60,12,False
61,12,False
62,8,False
63,11,False
64,15,False
65,25,False
66,19,False
67,47,False
68,36,False
69,24,False
70,29,False
71,19,False
72,31,False
73,25,False
74,12,False
75,42,False
76,34,False
77,19,False
78,24,False
79,38,False
80,64,False
81,26,False
82,13,False
83,16,False
84,14,False
85,9,False
86,16,False
87,16,False
88,33,False
89,36,False
90,49,False
91,97,False
92,59,False
93,13,False
94,127,False
95,84,False
96,152,False
97,28,False
98,200,True
99,141,False
100,92,False
101,157,False
102,65,False
103,179,False
104,63,False
105,84,False
106,76,False
107,72,False
108,41,False
109,81,False
110,80,False
111,80,False
112,117,False
113,90,False
114,159,False
115,124,False
116,83,False
117,142,False
118,174,False
119,93,False
120,115,False
121,92,False
122,99,False
123,123,False
124,100,False
125,179,False
126,134,False
127,115,False
128,173,False
129,161,False
130,96,False
131,183,False
132,120,False
133,84,False
134,159,False
135,131,False
136,139,False
137,146,False
138,177,False
139,142,False
140,64,False
141,78,False
142,117,False
143,146,False
144,134,False
145,126,False
146,152,False
147,128,False
148,170,False
149,150,False
150,134,False
151,191,False
152,200,True
153,189,False
154,165,False
155,172,False
156,195,False
157,167,False
158,88,False
159,200,True
160,183,False
161,182,False
162,179,False
163,170,False
164,190,False
165,200,True
166,200,True
167,200,True
168,171,False
169,182,False
170,123,False
171,132,False
172,178,False
173,172,False
174,189,False
175,200,True
176,200,True
177,200,True
178,200,True
179,200,True
180,181,False
181,200,True
182,200,True
183,65,False
184,200,True
185,193,False
186,109,False
187,200,True
188,200,True
189,200,True
190,194,False
191,200,True
192,183,False
193,174,False
194,165,False
195,200,True
196,195,False
197,200,True
198,142,False
199,200,True
