episode_index,episode_length,is_successful
0,35,False
1,11,False
2,45,False
3,23,False
4,19,False
5,17,False
6,35,False
7,24,False
8,11,False
9,17,False
10,27,False
11,15,False
12,26,False
13,52,False
14,17,False
15,55,False
16,26,False
17,36,False
18,35,False
19,16,False
20,45,False
21,42,False
22,19,False
23,65,False
24,23,False
25,19,False
26,16,False
27,43,False
28,12,False
29,65,False
30,35,False
31,22,False
32,50,False
33,60,False
34,115,False
35,71,False
36,55,False
37,43,False
38,68,False
39,48,False
40,34,False
41,56,False
42,26,False
43,68,False
44,36,False
45,61,False
46,54,False
47,83,False
48,86,False
49,72,False
50,48,False
51,90,False
52,116,False
53,104,False
54,83,False
55,76,False
56,83,False
57,71,False
58,69,False
59,57,False
60,75,False
61,66,False
62,40,False
63,76,False
64,91,False
65,88,False
66,59,False
67,109,False
68,143,False
69,75,False
70,41,False
71,69,False
72,76,False
73,77,False
74,72,False
75,67,False
76,117,False
77,62,False
78,21,False
79,49,False
80,109,False
81,118,False
82,21,False
83,116,False
84,80,False
85,85,False
86,119,False
87,122,False
88,79,False
89,140,False
90,125,False
91,110,False
92,47,False
93,142,False
94,120,False
95,113,False
96,104,False
97,82,False
98,134,False
99,113,False
100,134,False
101,131,False
102,121,False
103,54,False
104,125,False
105,123,False
106,84,False
107,130,False
108,121,False
109,110,False
110,143,False
111,131,False
112,144,False
113,111,False
114,113,False
115,142,False
116,128,False
117,132,False
118,110,False
119,113,False
120,110,False
121,96,False
122,95,False
123,101,False
124,106,False
125,118,False
126,106,False
127,114,False
128,94,False
129,93,False
130,83,False
131,119,False
132,104,False
133,106,False
134,118,False
135,97,False
136,100,False
137,116,False
138,104,False
139,107,False
140,120,False
141,100,False
142,106,False
143,77,False
144,92,False
145,104,False
146,123,False
147,95,False
148,95,False
149,94,False
150,104,False
151,122,False
152,102,False
153,120,False
154,98,False
155,112,False
156,119,False
157,87,False
158,148,False
159,136,False
160,133,False
161,115,False
162,110,False
163,138,False
164,120,False
165,107,False
166,135,False
167,137,False
168,126,False
169,139,False
170,145,False
171,99,False
172,127,False
173,98,False
174,130,False
175,153,False
176,127,False
177,128,False
178,97,False
179,112,False
180,144,False
181,97,False
182,133,False
183,116,False
184,91,False
185,138,False
186,113,False
187,138,False
188,145,False
189,139,False
190,123,False
191,145,False
192,140,False
193,91,False
194,141,False
195,132,False
196,123,False
197,100,False
198,143,False
199,90,False
