episode_index,episode_length,is_successful
0,9,False
1,14,False
2,12,False
3,12,False
4,13,False
5,16,False
6,11,False
7,15,False
8,17,False
9,14,False
10,17,False
11,25,False
12,20,False
13,27,False
14,20,False
15,51,False
16,45,False
17,36,False
18,16,False
19,41,False
20,36,False
21,57,False
22,18,False
23,27,False
24,14,False
25,18,False
26,25,False
27,25,False
28,44,False
29,22,False
30,31,False
31,22,False
32,19,False
33,59,False
34,31,False
35,51,False
36,13,False
37,46,False
38,47,False
39,70,False
40,20,False
41,18,False
42,75,False
43,71,False
44,81,False
45,12,False
46,75,False
47,79,False
48,81,False
49,62,False
50,63,False
51,21,False
52,73,False
53,64,False
54,98,False
55,23,False
56,68,False
57,105,False
58,77,False
59,47,False
60,63,False
61,13,False
62,105,False
63,87,False
64,98,False
65,80,False
66,90,False
67,100,False
68,96,False
69,74,False
70,109,False
71,81,False
72,53,False
73,17,False
74,104,False
75,107,False
76,116,False
77,97,False
78,100,False
79,110,False
80,119,False
81,128,False
82,81,False
83,111,False
84,87,False
85,77,False
86,143,False
87,94,False
88,119,False
89,75,False
90,117,False
91,111,False
92,147,False
93,86,False
94,87,False
95,96,False
96,108,False
97,136,False
98,89,False
99,76,False
100,127,False
101,128,False
102,99,False
103,134,False
104,122,False
105,116,False
106,85,False
107,81,False
108,130,False
109,139,False
110,139,False
111,136,False
112,70,False
113,107,False
114,143,False
115,101,False
116,146,False
117,128,False
118,147,False
119,121,False
120,116,False
121,123,False
122,87,False
123,90,False
124,80,False
125,119,False
126,115,False
127,90,False
128,93,False
129,114,False
130,80,False
131,128,False
132,139,False
133,71,False
134,134,False
135,98,False
136,135,False
137,138,False
138,129,False
139,136,False
140,94,False
141,94,False
142,96,False
143,114,False
144,127,False
145,142,False
146,105,False
147,106,False
148,131,False
149,83,False
150,54,False
151,111,False
152,114,False
153,109,False
154,151,False
155,81,False
156,134,False
157,101,False
158,91,False
159,138,False
160,132,False
161,106,False
162,119,False
163,100,False
164,103,False
165,91,False
166,95,False
167,82,False
168,112,False
169,85,False
170,92,False
171,102,False
172,101,False
173,126,False
174,135,False
175,140,False
176,111,False
177,130,False
178,102,False
179,88,False
180,141,False
181,120,False
182,134,False
183,129,False
184,129,False
185,126,False
186,146,False
187,120,False
188,102,False
189,145,False
190,86,False
191,96,False
192,139,False
193,112,False
194,117,False
195,107,False
196,143,False
197,124,False
198,121,False
199,147,False
