episode_index,episode_length,is_successful
0,14,False
1,14,False
2,30,False
3,19,False
4,24,False
5,42,False
6,33,False
7,32,False
8,33,False
9,10,False
10,14,False
11,18,False
12,86,False
13,19,False
14,45,False
15,29,False
16,29,False
17,42,False
18,47,False
19,34,False
20,21,False
21,15,False
22,25,False
23,49,False
24,68,False
25,53,False
26,31,False
27,17,False
28,71,False
29,48,False
30,54,False
31,56,False
32,50,False
33,35,False
34,76,False
35,33,False
36,25,False
37,26,False
38,32,False
39,19,False
40,22,False
41,53,False
42,29,False
43,66,False
44,76,False
45,78,False
46,58,False
47,76,False
48,126,False
49,83,False
50,66,False
51,80,False
52,90,False
53,80,False
54,95,False
55,79,False
56,80,False
57,119,False
58,147,False
59,144,False
60,105,False
61,99,False
62,129,False
63,113,False
64,65,False
65,146,False
66,157,False
67,134,False
68,143,False
69,127,False
70,129,False
71,137,False
72,149,False
73,139,False
74,129,False
75,116,False
76,160,False
77,144,False
78,116,False
79,113,False
80,117,False
81,119,False
82,116,False
83,132,False
84,96,False
85,152,False
86,128,False
87,140,False
88,109,False
89,110,False
90,160,False
91,94,False
92,121,False
93,104,False
94,95,False
95,112,False
96,139,False
97,32,False
98,149,False
99,94,False
100,110,False
101,182,False
102,156,False
103,117,False
104,145,False
105,124,False
106,135,False
107,148,False
108,100,False
109,176,False
110,156,False
111,143,False
112,122,False
113,164,False
114,114,False
115,162,False
116,119,False
117,172,False
118,138,False
119,119,False
120,137,False
121,158,False
122,78,False
123,182,False
124,144,False
125,166,False
126,148,False
127,133,False
128,165,False
129,128,False
130,125,False
131,125,False
132,183,False
133,173,False
134,152,False
135,139,False
136,146,False
137,123,False
138,130,False
139,187,False
140,120,False
141,154,False
142,187,False
143,181,False
144,179,False
145,171,False
146,163,False
147,170,False
148,125,False
149,109,False
150,130,False
151,138,False
152,69,False
153,144,False
154,128,False
155,169,False
156,138,False
157,136,False
158,145,False
159,173,False
160,126,False
161,141,False
162,131,False
163,162,False
164,185,False
165,139,False
166,161,False
167,69,False
168,153,False
169,153,False
170,110,False
171,179,False
172,167,False
173,132,False
174,143,False
175,131,False
176,121,False
177,117,False
178,171,False
179,132,False
180,154,False
181,166,False
182,164,False
183,136,False
184,127,False
185,147,False
186,167,False
187,82,False
188,56,False
189,128,False
190,166,False
191,171,False
192,170,False
193,134,False
194,158,False
195,135,False
196,164,False
197,176,False
198,137,False
199,168,False
