episode_index,episode_length,is_successful
0,13,False
1,14,False
2,36,False
3,28,False
4,18,False
5,20,False
6,16,False
7,14,False
8,25,False
9,34,False
10,14,False
11,17,False
12,33,False
13,28,False
14,43,False
15,33,False
16,16,False
17,14,False
18,15,False
19,20,False
20,23,False
21,23,False
22,16,False
23,17,False
24,48,False
25,78,False
26,61,False
27,83,False
28,102,False
29,35,False
30,80,False
31,112,False
32,13,False
33,128,False
34,88,False
35,86,False
36,115,False
37,101,False
38,127,False
39,68,False
40,71,False
41,68,False
42,77,False
43,72,False
44,81,False
45,97,False
46,74,False
47,120,False
48,157,False
49,121,False
50,97,False
51,124,False
52,59,False
53,15,False
54,107,False
55,86,False
56,97,False
57,142,False
58,124,False
59,78,False
60,142,False
61,104,False
62,138,False
63,145,False
64,76,False
65,111,False
66,130,False
67,111,False
68,123,False
69,111,False
70,109,False
71,21,False
72,109,False
73,68,False
74,118,False
75,106,False
76,72,False
77,140,False
78,99,False
79,129,False
80,85,False
81,107,False
82,137,False
83,88,False
84,119,False
85,117,False
86,121,False
87,53,False
88,75,False
89,111,False
90,102,False
91,122,False
92,97,False
93,120,False
94,103,False
95,145,False
96,132,False
97,116,False
98,169,False
99,142,False
100,156,False
101,66,False
102,154,False
103,150,False
104,82,False
105,62,False
106,183,False
107,133,False
108,63,False
109,147,False
110,183,False
111,162,False
112,147,False
113,166,False
114,148,False
115,153,False
116,154,False
117,184,False
118,148,False
119,121,False
120,66,False
121,72,False
122,174,False
123,178,False
124,159,False
125,171,False
126,156,False
127,83,False
128,157,False
129,170,False
130,110,False
131,176,False
132,105,False
133,166,False
134,164,False
135,150,False
136,43,False
137,169,False
138,166,False
139,110,False
140,152,False
141,172,False
142,154,False
143,108,False
144,74,False
145,145,False
146,132,False
147,161,False
148,163,False
149,156,False
150,158,False
151,153,False
152,115,False
153,131,False
154,147,False
155,164,False
156,150,False
157,182,False
158,166,False
159,68,False
160,190,False
161,141,False
162,156,False
163,166,False
164,142,False
165,160,False
166,191,False
167,173,False
168,140,False
169,186,False
170,188,False
171,173,False
172,159,False
173,170,False
174,173,False
175,183,False
176,109,False
177,175,False
178,111,False
179,183,False
180,168,False
181,170,False
182,174,False
183,105,False
184,160,False
185,187,False
186,166,False
187,169,False
188,72,False
189,157,False
190,181,False
191,162,False
192,174,False
193,160,False
194,171,False
195,115,False
196,165,False
197,170,False
198,156,False
199,118,False
