episode_index,episode_length,is_successful
0,11,False
1,11,False
2,11,False
3,15,False
4,14,False
5,11,False
6,14,False
7,11,False
8,10,False
9,10,False
10,9,False
11,9,False
12,15,False
13,12,False
14,20,False
15,19,False
16,9,False
17,10,False
18,10,False
19,10,False
20,14,False
21,46,False
22,13,False
23,9,False
24,10,False
25,11,False
26,10,False
27,19,False
28,10,False
29,17,False
30,16,False
31,37,False
32,39,False
33,11,False
34,33,False
35,45,False
36,14,False
37,41,False
38,10,False
39,21,False
40,67,False
41,24,False
42,23,False
43,46,False
44,25,False
45,18,False
46,28,False
47,63,False
48,50,False
49,28,False
50,44,False
51,29,False
52,70,False
53,44,False
54,22,False
55,66,False
56,69,False
57,36,False
58,56,False
59,11,False
60,54,False
61,35,False
62,65,False
63,78,False
64,47,False
65,28,False
66,31,False
67,41,False
68,19,False
69,41,False
70,34,False
71,10,False
72,39,False
73,17,False
74,28,False
75,53,False
76,44,False
77,50,False
78,54,False
79,118,False
80,69,False
81,41,False
82,44,False
83,48,False
84,70,False
85,33,False
86,96,False
87,97,False
88,127,False
89,51,False
90,182,False
91,39,False
92,35,False
93,104,False
94,119,False
95,119,False
96,15,False
97,74,False
98,106,False
99,184,False
100,95,False
101,55,False
102,41,False
103,42,False
104,135,False
105,62,False
106,200,True
107,66,False
108,78,False
109,124,False
110,101,False
111,45,False
112,200,True
113,49,False
114,71,False
115,11,False
116,46,False
117,67,False
118,173,False
119,71,False
120,95,False
121,68,False
122,200,True
123,200,True
124,196,False
125,75,False
126,50,False
127,57,False
128,38,False
129,110,False
130,200,True
131,12,False
132,144,False
133,200,True
134,70,False
135,156,False
136,145,False
137,43,False
138,200,True
139,124,False
140,200,True
141,200,True
142,200,True
143,200,True
144,200,True
145,200,True
146,65,False
147,146,False
148,36,False
149,133,False
150,112,False
151,200,True
152,200,True
153,200,True
154,87,False
155,200,True
156,192,False
157,200,True
158,165,False
159,200,True
160,200,True
161,200,True
162,82,False
163,200,True
164,195,False
165,157,False
166,160,False
167,70,False
168,55,False
169,200,True
170,85,False
171,83,False
172,54,False
173,84,False
174,58,False
175,74,False
176,57,False
177,82,False
178,68,False
179,66,False
180,96,False
181,63,False
182,105,False
183,65,False
184,57,False
185,65,False
186,75,False
187,106,False
188,69,False
189,74,False
190,66,False
191,87,False
192,61,False
193,73,False
194,73,False
195,34,False
196,69,False
197,83,False
198,77,False
199,73,False
