episode_index,episode_length,is_successful
0,11,False
1,16,False
2,24,False
3,13,False
4,11,False
5,12,False
6,21,False
7,30,False
8,47,False
9,35,False
10,11,False
11,13,False
12,32,False
13,40,False
14,53,False
15,19,False
16,52,False
17,26,False
18,88,False
19,30,False
20,39,False
21,29,False
22,17,False
23,20,False
24,25,False
25,12,False
26,20,False
27,16,False
28,13,False
29,11,False
30,47,False
31,19,False
32,29,False
33,24,False
34,14,False
35,35,False
36,30,False
37,36,False
38,58,False
39,46,False
40,31,False
41,19,False
42,10,False
43,64,False
44,14,False
45,18,False
46,65,False
47,71,False
48,13,False
49,29,False
50,21,False
51,24,False
52,11,False
53,46,False
54,19,False
55,63,False
56,53,False
57,70,False
58,55,False
59,50,False
60,77,False
61,75,False
62,63,False
63,18,False
64,56,False
65,52,False
66,111,False
67,65,False
68,11,False
69,62,False
70,67,False
71,56,False
72,63,False
73,86,False
74,89,False
75,52,False
76,126,False
77,100,False
78,42,False
79,100,False
80,17,False
81,9,False
82,60,False
83,19,False
84,24,False
85,37,False
86,46,False
87,19,False
88,27,False
89,95,False
90,140,False
91,73,False
92,197,False
93,83,False
94,107,False
95,92,False
96,114,False
97,101,False
98,13,False
99,82,False
100,139,False
101,80,False
102,65,False
103,90,False
104,119,False
105,117,False
106,122,False
107,134,False
108,103,False
109,104,False
110,121,False
111,92,False
112,122,False
113,117,False
114,112,False
115,111,False
116,137,False
117,132,False
118,142,False
119,129,False
120,137,False
121,89,False
122,104,False
123,108,False
124,103,False
125,101,False
126,98,False
127,82,False
128,128,False
129,119,False
130,111,False
131,97,False
132,70,False
133,133,False
134,146,False
135,137,False
136,85,False
137,111,False
138,97,False
139,137,False
140,130,False
141,121,False
142,91,False
143,98,False
144,94,False
145,106,False
146,108,False
147,125,False
148,132,False
149,100,False
150,127,False
151,94,False
152,132,False
153,133,False
154,80,False
155,123,False
156,124,False
157,117,False
158,122,False
159,96,False
160,155,False
161,110,False
162,90,False
163,140,False
164,93,False
165,119,False
166,123,False
167,144,False
168,120,False
169,84,False
170,126,False
171,83,False
172,111,False
173,158,False
174,116,False
175,107,False
176,119,False
177,93,False
178,132,False
179,104,False
180,98,False
181,99,False
182,153,False
183,122,False
184,114,False
185,130,False
186,105,False
187,129,False
188,130,False
189,106,False
190,131,False
191,140,False
192,130,False
193,109,False
194,77,False
195,133,False
196,105,False
197,119,False
198,127,False
199,129,False
