episode_index,episode_length,is_successful
0,12,False
1,15,False
2,11,False
3,15,False
4,22,False
5,14,False
6,12,False
7,13,False
8,13,False
9,14,False
10,11,False
11,9,False
12,10,False
13,14,False
14,10,False
15,16,False
16,11,False
17,13,False
18,12,False
19,15,False
20,13,False
21,16,False
22,11,False
23,14,False
24,33,False
25,66,False
26,38,False
27,56,False
28,39,False
29,12,False
30,16,False
31,12,False
32,13,False
33,16,False
34,20,False
35,12,False
36,15,False
37,15,False
38,20,False
39,15,False
40,13,False
41,13,False
42,15,False
43,12,False
44,14,False
45,13,False
46,16,False
47,17,False
48,18,False
49,14,False
50,12,False
51,12,False
52,10,False
53,10,False
54,12,False
55,10,False
56,14,False
57,14,False
58,9,False
59,12,False
60,16,False
61,14,False
62,18,False
63,12,False
64,12,False
65,11,False
66,10,False
67,15,False
68,65,False
69,20,False
70,34,False
71,27,False
72,64,False
73,85,False
74,66,False
75,82,False
76,64,False
77,70,False
78,79,False
79,87,False
80,87,False
81,81,False
82,76,False
83,86,False
84,82,False
85,101,False
86,88,False
87,91,False
88,89,False
89,106,False
90,65,False
91,69,False
92,81,False
93,84,False
94,92,False
95,74,False
96,92,False
97,73,False
98,68,False
99,82,False
100,84,False
101,85,False
102,91,False
103,80,False
104,70,False
105,82,False
106,85,False
107,67,False
108,77,False
109,104,False
110,65,False
111,80,False
112,77,False
113,31,False
114,101,False
115,68,False
116,79,False
117,76,False
118,67,False
119,85,False
120,73,False
121,95,False
122,76,False
123,62,False
124,85,False
125,80,False
126,75,False
127,74,False
128,79,False
129,79,False
130,67,False
131,95,False
132,66,False
133,72,False
134,88,False
135,69,False
136,89,False
137,92,False
138,92,False
139,68,False
140,69,False
141,71,False
142,95,False
143,76,False
144,105,False
145,120,False
146,104,False
147,107,False
148,110,False
149,114,False
150,116,False
151,129,False
152,108,False
153,135,False
154,116,False
155,107,False
156,97,False
157,117,False
158,105,False
159,126,False
160,105,False
161,117,False
162,99,False
163,98,False
164,119,False
165,102,False
166,122,False
167,137,False
168,130,False
169,138,False
170,144,False
171,140,False
172,135,False
173,129,False
174,132,False
175,152,False
176,154,False
177,122,False
178,133,False
179,123,False
180,132,False
181,138,False
182,144,False
183,145,False
184,136,False
185,144,False
186,132,False
187,129,False
188,157,False
189,153,False
190,133,False
191,135,False
192,143,False
193,152,False
194,126,False
195,135,False
196,134,False
197,126,False
198,153,False
199,160,False
