episode_index,episode_length,is_successful
0,18,False
1,12,False
2,17,False
3,13,False
4,17,False
5,21,False
6,14,False
7,14,False
8,15,False
9,20,False
10,12,False
11,43,False
12,14,False
13,16,False
14,10,False
15,16,False
16,24,False
17,76,False
18,12,False
19,31,False
20,55,False
21,14,False
22,33,False
23,40,False
24,30,False
25,20,False
26,21,False
27,18,False
28,55,False
29,28,False
30,33,False
31,48,False
32,44,False
33,53,False
34,47,False
35,67,False
36,19,False
37,25,False
38,39,False
39,64,False
40,59,False
41,57,False
42,15,False
43,45,False
44,45,False
45,78,False
46,45,False
47,56,False
48,59,False
49,59,False
50,68,False
51,65,False
52,24,False
53,75,False
54,27,False
55,83,False
56,63,False
57,71,False
58,60,False
59,44,False
60,67,False
61,71,False
62,59,False
63,55,False
64,55,False
65,53,False
66,60,False
67,57,False
68,55,False
69,39,False
70,86,False
71,65,False
72,65,False
73,29,False
74,70,False
75,55,False
76,75,False
77,59,False
78,53,False
79,59,False
80,69,False
81,20,False
82,62,False
83,55,False
84,61,False
85,57,False
86,53,False
87,49,False
88,66,False
89,57,False
90,59,False
91,31,False
92,73,False
93,53,False
94,33,False
95,52,False
96,55,False
97,57,False
98,71,False
99,61,False
100,76,False
101,73,False
102,58,False
103,60,False
104,71,False
105,86,False
106,62,False
107,71,False
108,97,False
109,26,False
110,83,False
111,56,False
112,84,False
113,75,False
114,95,False
115,68,False
116,67,False
117,71,False
118,81,False
119,61,False
120,67,False
121,79,False
122,79,False
123,60,False
124,78,False
125,62,False
126,91,False
127,72,False
128,62,False
129,83,False
130,68,False
131,82,False
132,82,False
133,75,False
134,80,False
135,78,False
136,65,False
137,60,False
138,71,False
139,63,False
140,79,False
141,71,False
142,83,False
143,88,False
144,72,False
145,74,False
146,83,False
147,81,False
148,69,False
149,66,False
150,89,False
151,89,False
152,90,False
153,105,False
154,123,False
155,113,False
156,103,False
157,108,False
158,104,False
159,111,False
160,107,False
161,116,False
162,117,False
163,132,False
164,85,False
165,119,False
166,96,False
167,115,False
168,138,False
169,121,False
170,113,False
171,110,False
172,134,False
173,119,False
174,109,False
175,129,False
176,125,False
177,120,False
178,127,False
179,134,False
180,134,False
181,130,False
182,118,False
183,119,False
184,128,False
185,120,False
186,117,False
187,116,False
188,128,False
189,132,False
190,119,False
191,115,False
192,116,False
193,112,False
194,130,False
195,119,False
196,115,False
197,118,False
198,117,False
199,135,False
