episode_index,episode_length,is_successful
0,13,False
1,14,False
2,13,False
3,15,False
4,19,False
5,13,False
6,13,False
7,16,False
8,14,False
9,22,False
10,14,False
11,11,False
12,25,False
13,18,False
14,12,False
15,17,False
16,14,False
17,15,False
18,13,False
19,12,False
20,14,False
21,14,False
22,11,False
23,16,False
24,16,False
25,13,False
26,11,False
27,15,False
28,9,False
29,17,False
30,21,False
31,29,False
32,24,False
33,15,False
34,66,False
35,33,False
36,55,False
37,55,False
38,80,False
39,17,False
40,72,False
41,18,False
42,85,False
43,10,False
44,18,False
45,15,False
46,82,False
47,69,False
48,81,False
49,90,False
50,88,False
51,59,False
52,61,False
53,61,False
54,73,False
55,66,False
56,96,False
57,84,False
58,89,False
59,71,False
60,43,False
61,55,False
62,72,False
63,48,False
64,95,False
65,76,False
66,22,False
67,83,False
68,111,False
69,54,False
70,83,False
71,75,False
72,83,False
73,101,False
74,67,False
75,70,False
76,79,False
77,48,False
78,60,False
79,79,False
80,78,False
81,83,False
82,86,False
83,91,False
84,64,False
85,76,False
86,80,False
87,78,False
88,102,False
89,72,False
90,85,False
91,62,False
92,65,False
93,119,False
94,82,False
95,76,False
96,82,False
97,69,False
98,95,False
99,75,False
100,91,False
101,101,False
102,98,False
103,82,False
104,75,False
105,81,False
106,99,False
107,83,False
108,93,False
109,80,False
110,138,False
111,108,False
112,105,False
113,192,False
114,200,True
115,114,False
116,145,False
117,125,False
118,140,False
119,144,False
120,107,False
121,127,False
122,181,False
123,125,False
124,200,True
125,119,False
126,200,True
127,67,False
128,148,False
129,128,False
130,127,False
131,140,False
132,158,False
133,200,True
134,170,False
135,131,False
136,111,False
137,169,False
138,173,False
139,200,True
140,135,False
141,145,False
142,148,False
143,123,False
144,184,False
145,143,False
146,117,False
147,117,False
148,146,False
149,200,True
150,200,True
151,140,False
152,200,True
153,197,False
154,126,False
155,151,False
156,109,False
157,100,False
158,144,False
159,140,False
160,156,False
161,148,False
162,134,False
163,133,False
164,200,True
165,199,False
166,124,False
167,200,True
168,184,False
169,156,False
170,132,False
171,111,False
172,125,False
173,185,False
174,147,False
175,200,True
176,136,False
177,180,False
178,141,False
179,125,False
180,200,True
181,181,False
182,200,True
183,145,False
184,200,True
185,123,False
186,141,False
187,200,True
188,147,False
189,181,False
190,130,False
191,200,True
192,124,False
193,162,False
194,159,False
195,200,True
196,121,False
197,200,True
198,200,True
199,140,False
